"Dia","Mes","Ano","Caudal_Diario","date","chirps","chirts","viento","humedad","lon.x","lat.x","lon.y","lat.y","caudal_lag_1m","caudal_lag_2m","caudal_lag_3m","caudal_lag_4m","caudal_lag_5m","caudal_lag_6m","temp_lag_2m","temp_lag_3m","temp_lag_4m","temp_lag_5m","temp_lag_6m","prep_lag_1m","prep_lag_2m","prep_lag_3m","prep_lag_4m","prep_lag_5m","prep_lag_6m","NINO3.4"
30,3,1983,2.49,1983-03-30,0,24.8352251052856,-3.5999908,0.019300014,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,3.18,4.65,NA,NA,NA,NA,26.1356172561646,26.0623378753662,21.9116535186768,20.4552516937256,20.2169380187988,0,2.69938778877258,2.69938778877258,0,5.22632455825806,7.83948636054993,28.66
31,3,1983,2.49,1983-03-31,0,23.8425455093384,-1.699997,0.018900007,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,3.09,4.34,NA,NA,NA,NA,25.2765579223633,26.1356172561646,26.0623378753662,21.9116535186768,20.4552516937256,0,0,2.69938778877258,2.69938778877258,0,5.22632455825806,28.66
1,4,1983,3.06,1983-04-01,0,24.1947355270386,2.199997,0.019800007,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,3.3,4.34,4.34,NA,NA,NA,24.8352251052856,25.2765579223633,26.1356172561646,26.0623378753662,21.9116535186768,0,0,0,2.69938778877258,2.69938778877258,0,28.77
2,4,1983,2.79,1983-04-02,0,26.1910152435303,-0.80000305,0.01790002,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,3.65,4.24,4.14,NA,NA,NA,23.8425455093384,24.8352251052856,25.2765579223633,26.1356172561646,26.0623378753662,0,0,0,0,2.69938778877258,2.69938778877258,28.77
3,4,1983,2.83,1983-04-03,0,26.1674156188965,3.4000092,0.019200027,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,3.55,4.14,4.14,NA,NA,NA,24.1947355270386,23.8425455093384,24.8352251052856,25.2765579223633,26.1356172561646,0,0,0,0,0,2.69938778877258,28.77
4,4,1983,2.66,1983-04-04,0,23.8831062316895,-2.399994,0.019300014,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,3.27,3.94,4.34,NA,NA,NA,26.1910152435303,24.1947355270386,23.8425455093384,24.8352251052856,25.2765579223633,0,0,0,0,0,0,28.77
5,4,1983,2.57,1983-04-05,0,26.1197719573975,-3,0.01970002,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,3,3.94,4.76,NA,NA,NA,26.1674156188965,26.1910152435303,24.1947355270386,23.8425455093384,24.8352251052856,0,0,0,0,0,0,28.77
6,4,1983,2.57,1983-04-06,0,24.6636943817139,-2.5999908,0.01940003,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,3,3.66,4.97,NA,NA,NA,23.8831062316895,26.1674156188965,26.1910152435303,24.1947355270386,23.8425455093384,0,0,0,0,0,0,28.77
7,4,1983,2.49,1983-04-07,0,26.1508483886719,-3.899994,0.020200014,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,3.09,3.7,4.97,NA,NA,NA,26.1197719573975,23.8831062316895,26.1674156188965,26.1910152435303,24.1947355270386,0,0,0,0,0,0,28.77
8,4,1983,2.64,1983-04-08,0,24.1353750228882,-1.5999908,0.018300027,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,3,3.74,4.97,NA,NA,NA,24.6636943817139,26.1197719573975,23.8831062316895,26.1674156188965,26.1910152435303,0,0,0,0,0,0,28.77
9,4,1983,2.6,1983-04-09,2.11063742637634,24.0820369720459,-1.699997,0.019500017,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.83,3.55,4.97,NA,NA,NA,26.1508483886719,24.6636943817139,26.1197719573975,23.8831062316895,26.1674156188965,0,0,0,0,0,0,28.77
10,4,1983,2.49,1983-04-10,0,25.572247505188,-0.19999695,0.01850003,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.74,3.55,5.08,NA,NA,NA,24.1353750228882,26.1508483886719,24.6636943817139,26.1197719573975,23.8831062316895,2.11063742637634,0,0,0,0,0,28.77
11,4,1983,2.44,1983-04-11,0,23.5897674560547,-0.59999084,0.018300027,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.71,3.55,5.08,NA,NA,NA,24.0820369720459,24.1353750228882,26.1508483886719,24.6636943817139,26.1197719573975,0,2.11063742637634,0,0,0,0,28.77
12,4,1983,2.33,1983-04-12,0,25.1256952285767,-3.5,0.017200023,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.97,3.55,4.76,NA,NA,NA,25.572247505188,24.0820369720459,24.1353750228882,26.1508483886719,24.6636943817139,0,0,2.11063742637634,0,0,0,28.77
13,4,1983,2.33,1983-04-13,1.81636881828308,25.2196769714355,-0.099990845,0.016900033,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,3,3.46,4.83,NA,NA,NA,23.5897674560547,25.572247505188,24.0820369720459,24.1353750228882,26.1508483886719,0,0,0,2.11063742637634,0,0,28.77
14,4,1983,2.25,1983-04-14,0,24.9126033782959,-0.69999695,0.019900024,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.83,3.62,7.52,NA,NA,NA,25.1256952285767,23.5897674560547,25.572247505188,24.0820369720459,24.1353750228882,1.81636881828308,0,0,0,2.11063742637634,0,28.77
15,4,1983,2.17,1983-04-15,0,27.9270544052124,0.5,0.019000024,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.74,3.36,7.73,NA,NA,NA,25.2196769714355,25.1256952285767,23.5897674560547,25.572247505188,24.0820369720459,0,1.81636881828308,0,0,0,2.11063742637634,28.77
16,4,1983,2.17,1983-04-16,0,26.0809783935547,2,0.02030003,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,3.33,3.46,10,NA,NA,NA,24.9126033782959,25.2196769714355,25.1256952285767,23.5897674560547,25.572247505188,0,0,1.81636881828308,0,0,0,28.77
17,4,1983,2.17,1983-04-17,0,22.8583326339722,-2.199997,0.019300014,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,3.75,3.36,8.7,NA,NA,NA,27.9270544052124,24.9126033782959,25.2196769714355,25.1256952285767,23.5897674560547,0,0,0,1.81636881828308,0,0,28.77
18,4,1983,2.17,1983-04-18,0,25.8348340988159,-1.5,0.018900007,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,3.09,3.18,7.6,NA,NA,NA,26.0809783935547,27.9270544052124,24.9126033782959,25.2196769714355,25.1256952285767,0,0,0,0,1.81636881828308,0,28.77
19,4,1983,2.17,1983-04-19,0,26.1038827896118,-2.300003,0.019300014,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.83,3.18,7.34,NA,NA,NA,22.8583326339722,26.0809783935547,27.9270544052124,24.9126033782959,25.2196769714355,0,0,0,0,0,1.81636881828308,28.77
20,4,1983,2.09,1983-04-20,0,28.0986890792847,3,0.020500004,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.74,3.18,7.08,NA,NA,NA,25.8348340988159,22.8583326339722,26.0809783935547,27.9270544052124,24.9126033782959,0,0,0,0,0,0,28.77
21,4,1983,2.17,1983-04-21,0,25.8827486038208,2.5,0.020700008,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.66,3.09,6.34,NA,NA,NA,26.1038827896118,25.8348340988159,22.8583326339722,26.0809783935547,27.9270544052124,0,0,0,0,0,0,28.77
22,4,1983,2.07,1983-04-22,0,21.5268507003784,1.9000092,0.021700025,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.49,3.09,6.1,NA,NA,NA,28.0986890792847,26.1038827896118,25.8348340988159,22.8583326339722,26.0809783935547,0,0,0,0,0,0,28.77
23,4,1983,4.87,1983-04-23,3.24797916412354,28.5855121612549,2,0.020700008,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.49,3.09,5.64,NA,NA,NA,25.8827486038208,28.0986890792847,26.1038827896118,25.8348340988159,22.8583326339722,0,0,0,0,0,0,28.77
24,4,1983,2.84,1983-04-24,0,28.7122373580933,2.5,0.020100027,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.49,3.09,5.42,NA,NA,NA,21.5268507003784,25.8827486038208,28.0986890792847,26.1038827896118,25.8348340988159,3.24797916412354,0,0,0,0,0,28.77
25,4,1983,2.17,1983-04-25,8.54712104797363,26.8506956100464,2,0.022000015,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.49,2.98,5.19,NA,NA,NA,28.5855121612549,21.5268507003784,25.8827486038208,28.0986890792847,26.1038827896118,0,3.24797916412354,0,0,0,0,28.77
26,4,1983,1.86,1983-04-26,7.48232245445251,28.4879131317139,1,0.021900028,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.49,3.27,5.42,NA,NA,NA,28.7122373580933,28.5855121612549,21.5268507003784,25.8827486038208,28.0986890792847,8.54712104797363,0,3.24797916412354,0,0,0,28.77
27,4,1983,1.86,1983-04-27,10.7698945999146,26.7514820098877,0.80000305,0.020800024,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.49,3.27,4.76,NA,NA,NA,26.8506956100464,28.7122373580933,28.5855121612549,21.5268507003784,25.8827486038208,7.48232245445251,8.54712104797363,0,3.24797916412354,0,0,28.77
28,4,1983,1.79,1983-04-28,0,26.1406946182251,-1.5,0.020200014,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.49,3.18,4.55,NA,NA,NA,28.4879131317139,26.8506956100464,28.7122373580933,28.5855121612549,21.5268507003784,10.7698945999146,7.48232245445251,8.54712104797363,0,3.24797916412354,0,28.77
29,4,1983,1.72,1983-04-29,0,26.0842256546021,0.19999695,0.018400013,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.49,3.18,4.65,NA,NA,NA,26.7514820098877,28.4879131317139,26.8506956100464,28.7122373580933,28.5855121612549,0,10.7698945999146,7.48232245445251,8.54712104797363,0,3.24797916412354,28.77
30,4,1983,1.72,1983-04-30,0,24.9757499694824,-3.699997,0.018900007,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.49,3.09,4.34,NA,NA,NA,26.1406946182251,26.7514820098877,28.4879131317139,26.8506956100464,28.7122373580933,0,0,10.7698945999146,7.48232245445251,8.54712104797363,0,28.77
1,5,1983,1.65,1983-05-01,0,26.4309902191162,-2.899994,0.01790002,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,3.06,3.3,4.34,4.34,NA,NA,26.0842256546021,26.1406946182251,26.7514820098877,28.4879131317139,26.8506956100464,0,0,0,10.7698945999146,7.48232245445251,8.54712104797363,28.84
2,5,1983,1.58,1983-05-02,0,25.5172958374023,-1.699997,0.019900024,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.79,3.65,4.24,4.14,NA,NA,24.9757499694824,26.0842256546021,26.1406946182251,26.7514820098877,28.4879131317139,0,0,0,0,10.7698945999146,7.48232245445251,28.84
