Dia,Mes,Ano,Caudal_Diario
12,MAR,1970,5.4
13,MAR,1970,5.14
14,MAR,1970,3.7
15,MAR,1970,3.89
16,MAR,1970,5.79
17,MAR,1970,4.41
18,MAR,1970,3.73
19,MAR,1970,3.49
20,MAR,1970,3.33
21,MAR,1970,3.25
22,MAR,1970,3.17
23,MAR,1970,3.08
24,MAR,1970,2.88
25,MAR,1970,2.75
26,MAR,1970,2.75
27,MAR,1970,3.45
28,MAR,1970,3.04
29,MAR,1970,2.98
30,MAR,1970,3.21
31,MAR,1970,2.82
1,ABR,1970,2.75
2,ABR,1970,2.82
3,ABR,1970,2.65
4,ABR,1970,2.4
5,ABR,1970,2.4
6,ABR,1970,2.21
7,ABR,1970,2.25
8,ABR,1970,"4,89"
9,ABR,1970,7.84
10,ABR,1970,22.95
11,ABR,1970,9.87
12,ABR,1970,7.24
13,ABR,1970,10.19
14,ABR,1970,23.18
15,ABR,1970,18.2
16,ABR,1970,13.85
17,ABR,1970,9.43
18,ABR,1970,7.91
19,ABR,1970,7.04
20,ABR,1970,6.39
21,ABR,1970,5.66
22,ABR,1970,5.33
23,ABR,1970,5
24,ABR,1970,4.7
25,ABR,1970,4.63
26,ABR,1970,4.4
27,ABR,1970,4.4
28,ABR,1970,4.5
29,ABR,1970,5.24
30,ABR,1970,7.03
31,ABR,1970,
1,MAY,1970,4.58
2,MAY,1970,4.2
3,MAY,1970,4.18
4,MAY,1970,4.06
5,MAY,1970,3.54
6,MAY,1970,3.66
7,MAY,1970,4.16
8,MAY,1970,3.7
9,MAY,1970,3.63
10,MAY,1970,3.78
11,MAY,1970,3.56
12,MAY,1970,3.8
13,MAY,1970,4.1
14,MAY,1970,4.15
15,MAY,1970,5.81
16,MAY,1970,9.94
17,MAY,1970,16.4
18,MAY,1970,41.2
19,MAY,1970,14.5
20,MAY,1970,12.1
21,MAY,1970,20.8
22,MAY,1970,29.8
23,MAY,1970,16.0
24,MAY,1970,13.3
25,MAY,1970,11.7
26,MAY,1970,12.7
27,MAY,1970,10.7
28,MAY,1970,16.8
29,MAY,1970,14.5
30,MAY,1970,14.4
31,MAY,1970,26.7
1,JUN,1970,15.0
2,JUN,1970,11.7
3,JUN,1970,10.2
4,JUN,1970,10.2
5,JUN,1970,9.15
6,JUN,1970,8.63
7,JUN,1970,8.67
8,JUN,1970,7.59
9,JUN,1970,9.46
10,JUN,1970,11.3
11,JUN,1970,10.6
12,JUN,1970,10.2
13,JUN,1970,12.7
14,JUN,1970,9.29
15,JUN,1970,14.1
16,JUN,1970,25.1
17,JUN,1970,14.3
18,JUN,1970,20.0
19,JUN,1970,20.5
20,JUN,1970,39.6
21,JUN,1970,22.3
22,JUN,1970,16.1
23,JUN,1970,15.3
24,JUN,1970,18.4
25,JUN,1970,19.3
26,JUN,1970,21.5
27,JUN,1970,18.9
28,JUN,1970,14.1
29,JUN,1970,12.6
30,JUN,1970,32.3
31,JUN,1970,
1,JUL,1970,20.2
2,JUL,1970,16.4
3,JUL,1970,15.3
4,JUL,1970,13.1
5,JUL,1970,12.1
6,JUL,1970,11.1
7,JUL,1970,10.2
8,JUL,1970,10.2
9,JUL,1970,15.0
10,JUL,1970,22.6
11,JUL,1970,21.1
12,JUL,1970,37.8
13,JUL,1970,23.8
14,JUL,1970,22.8
15,JUL,1970,17.8
16,JUL,1970,16.4
17,JUL,1970,21.1
18,JUL,1970,29.4
19,JUL,1970,18.6
20,JUL,1970,35.7
21,JUL,1970,59.2
22,JUL,1970,49.6
23,JUL,1970,43.7
24,JUL,1970,26.0
25,JUL,1970,26.2
26,JUL,1970,75.4
27,JUL,1970,47.6
28,JUL,1970,48.1
29,JUL,1970,40.1
30,JUL,1970,39.7
31,JUL,1970,39.5
1,AGO,1970,33.3
2,AGO,1970,32.9
3,AGO,1970,30.9
4,AGO,1970,26.4
5,AGO,1970,28.0
6,AGO,1970,27.8
7,AGO,1970,20.9
8,AGO,1970,17.3
9,AGO,1970,42.5
10,AGO,1970,27.5
11,AGO,1970,78.2
12,AGO,1970,21.1
13,AGO,1970,38.8
14,AGO,1970,21.5
15,AGO,1970,43.0
16,AGO,1970,23.0
17,AGO,1970,24.4
18,AGO,1970,18.3
19,AGO,1970,15.8
20,AGO,1970,14.7
21,AGO,1970,13.1
22,AGO,1970,12.1
23,AGO,1970,11.6
24,AGO,1970,36.4
25,AGO,1970,15.8
26,AGO,1970,17.6
27,AGO,1970,21.6
28,AGO,1970,54.8
29,AGO,1970,86.0
30,AGO,1970,78.5
31,AGO,1970,37.2
1,SET,1970,76.7
2,SET,1970,60.8
3,SET,1970,60.8
4,SET,1970,94.1
5,SET,1970,76.7
6,SET,1970,57.4
7,SET,1970,47.8
8,SET,1970,43.9
9,SET,1970,99.8
10,SET,1970,52.3
11,SET,1970,75.0
12,SET,1970,43.9
13,SET,1970,43.9
14,SET,1970,43.9
15,SET,1970,47.3
16,SET,1970,38.9
17,SET,1970,52.3
18,SET,1970,47.3
19,SET,1970,35.6
20,SET,1970,33.1
21,SET,1970,29.0
22,SET,1970,43.9
23,SET,1970,71.4
24,SET,1970,150.0
25,SET,1970,49.8
26,SET,1970,35.6
27,SET,1970,52.3
28,SET,1970,97.2
29,SET,1970,40.2
30,SET,1970,68.3
31,SET,1970,
1,OCT,1970,74.3
2,OCT,1970,60.9
3,OCT,1970,42.8
4,OCT,1970,38.8
5,OCT,1970,28.3
6,OCT,1970,23.2
7,OCT,1970,20.1
8,OCT,1970,30.6
9,OCT,1970,27.2
10,OCT,1970,26.8
11,OCT,1970,31.0
12,OCT,1970,26.6
13,OCT,1970,26.5
14,OCT,1970,18.9
15,OCT,1970,37.8
16,OCT,1970,26.4
17,OCT,1970,25.1
18,OCT,1970,20.9
19,OCT,1970,21.0
20,OCT,1970,48.9
21,OCT,1970,15.3
22,OCT,1970,31.2
23,OCT,1970,17.8
24,OCT,1970,20.9
25,OCT,1970,17.5
26,OCT,1970,18.3
27,OCT,1970,63.9
28,OCT,1970,65.3
29,OCT,1970,95.2
30,OCT,1970,73.8
31,OCT,1970,26.3
1,NOV,1970,19.8
2,NOV,1970,19.5
3,NOV,1970,15.8
4,NOV,1970,13.0
5,NOV,1970,12.0
6,NOV,1970,15.9
7,NOV,1970,18.6
8,NOV,1970,15.8
9,NOV,1970,19.3
10,NOV,1970,15.1
11,NOV,1970,14.4
12,NOV,1970,32.6
13,NOV,1970,21.8
14,NOV,1970,15.2
15,NOV,1970,17.5
16,NOV,1970,27.7
17,NOV,1970,41.6
18,NOV,1970,22.8
19,NOV,1970,20.0
20,NOV,1970,17.6
21,NOV,1970,16.7
22,NOV,1970,14.6
23,NOV,1970,13.6
24,NOV,1970,12.8
25,NOV,1970,12.0
26,NOV,1970,11.5
27,NOV,1970,10.8
28,NOV,1970,10.2
29,NOV,1970,10.6
30,NOV,1970,11.3
31,NOV,1970,
1,DIC,1970,10.7
2,DIC,1970,10.5
3,DIC,1970,16.3
4,DIC,1970,24.8
5,DIC,1970,28.3
6,DIC,1970,23.8
7,DIC,1970,ι 7.70
8,DIC,1970,15.2
9,DIC,1970,42.2
10,DIC,1970,17
11,DIC,1970,18.3
12,DIC,1970,14.8
13,DIC,1970,13.4
14,DIC,1970,11.6
15,DIC,1970,10.7
16,DIC,1970,10
17,DIC,1970,10
18,DIC,1970,10.1
19,DIC,1970,10.7
20,DIC,1970,9.15
21,DIC,1970,8.63
22,DIC,1970,8.29
23,DIC,1970,7.71
24,DIC,1970,7.32
25,DIC,1970,7.02
26,DIC,1970,6.8
27,DIC,1970,7.97
28,DIC,1970,7.71
29,DIC,1970,7.25
30,DIC,1970,7 94
31,DIC,1970,7.33
1,ENE,1971,9.0
2,ENE,1971,8.97
3,ENE,1971,11.4
4,ENE,1971,9.06
5,ENE,1971,7.85
6,ENE,1971,7.35
7,ENE,1971,6.55
8,ENE,1971,6.12
9,ENE,1971,7.02
10,ENE,1971,7.17
11,ENE,1971,7.51
12,ENE,1971,7.32
13,ENE,1971,6.8
14,ENE,1971,6.72
15,ENE,1971,6.42
16,ENE,1971,6.2
17,ENE,1971,6.2
18,ENE,1971,6.42
19,ENE,1971,6.62
20,ENE,1971,5.9
21,ENE,1971,5.67
22,ENE,1971,6.2
23,ENE,1971,6.46
24,ENE,1971,5.97
25,ENE,1971,5.82
26,ENE,1971,5.6
27,ENE,1971,5.37
28,ENE,1971,5.22
29,ENE,1971,5.0
30,ENE,1971,4.92
31,ENE,1971,4.7
1,FEB,1971,4.7
2,FEB,1971,4.5
3,FEB,1971,4.44
4,FEB,1971,4.44
5,FEB,1971,4.24
6,FEB,1971,4.18
7,FEB,1971,4.34
8,FEB,1971,3.85
9,FEB,1971,4.24
10,FEB,1971,4.37
11,FEB,1971,4.18
12,FEB,1971,3.98
13,FEB,1971,3.92
14,FEB,1971,4.11
15,FEB,1971,4.18
16,FEB,1971,
17,FEB,1971,
18,FEB,1971,
19,FEB,1971,
20,FEB,1971,
21,FEB,1971,
22,FEB,1971,
23,FEB,1971,
24,FEB,1971,
25,FEB,1971,
26,FEB,1971,
27,FEB,1971,
28,FEB,1971,
29,FEB,1971,
30,FEB,1971,
31,FEB,1971,
1,MAR,1971,
2,MAR,1971,
3,MAR,1971,
4,MAR,1971,
5,MAR,1971,
6,MAR,1971,
7,MAR,1971,
8,MAR,1971,
9,MAR,1971,
10,MAR,1971,
11,MAR,1971,
12,MAR,1971,
13,MAR,1971,
14,MAR,1971,
15,MAR,1971,
16,MAR,1971,
17,MAR,1971,
18,MAR,1971,
19,MAR,1971,
20,MAR,1971,
21,MAR,1971,
22,MAR,1971,
23,MAR,1971,
24,MAR,1971,
25,MAR,1971,
26,MAR,1971,
27,MAR,1971,
28,MAR,1971,
29,MAR,1971,
30,MAR,1971,
31,MAR,1971,
1,ABR,1971,
2,ABR,1971,
3,ABR,1971,
4,ABR,1971,
5,ABR,1971,
6,ABR,1971,
7,ABR,1971,
8,ABR,1971,
9,ABR,1971,
10,ABR,1971,
11,ABR,1971,
12,ABR,1971,
13,ABR,1971,
14,ABR,1971,
15,ABR,1971,
16,ABR,1971,
17,ABR,1971,
18,ABR,1971,
19,ABR,1971,
20,ABR,1971,
21,ABR,1971,
22,ABR,1971,
23,ABR,1971,
24,ABR,1971,
25,ABR,1971,
26,ABR,1971,
27,ABR,1971,
28,ABR,1971,
29,ABR,1971,
30,ABR,1971,
31,ABR,1971,
1,MAY,1971,2.85
2,MAY,1971,2.75
3,MAY,1971,2.75
4,MAY,1971,2.65
5,MAY,1971,2.6
6,MAY,1971,2.53
7,MAY,1971,2.53
8,MAY,1971,2.53
9,MAY,1971,2.79
10,MAY,1971,2.79
11,MAY,1971,2.5
12,MAY,1971,3.2
13,MAY,1971,6.25
14,MAY,1971,4.38
15,MAY,1971,4.1
16,MAY,1971,6.2
17,MAY,1971,5.99
18,MAY,1971,11.3
19,MAY,1971,8.6
20,MAY,1971,14.3
21,MAY,1971,10.7
22,MAY,1971,7.8
23,MAY,1971,6.8
24,MAY,1971,5.61
25,MAY,1971,4.9
26,MAY,1971,4.66
27,MAY,1971,4.4
28,MAY,1971,4.3
29,MAY,1971,6.3
30,MAY,1971,5.39
31,MAY,1971,6.1
1,JUN,1971,4.42
2,JUN,1971,3.8
3,JUN,1971,8.35
4,JUN,1971,4.7
5,JUN,1971,7.3
6,JUN,1971,4.39
7,JUN,1971,4.3
8,JUN,1971,4.1
9,JUN,1971,3.78
10,JUN,1971,10.1
11,JUN,1971,5.19
12,JUN,1971,10.3
13,JUN,1971,7.35
14,JUN,1971,7.9
15,JUN,1971,11.7
16,JUN,1971,7.2
17,JUN,1971,6.9
18,JUN,1971,6.25
19,JUN,1971,6.2
20,JUN,1971,5.8
21,JUN,1971,5.4
22,JUN,1971,5.1
23,JUN,1971,5.0
24,JUN,1971,5.0
25,JUN,1971,7.4
26,JUN,1971,4.9
27,JUN,1971,4.7
28,JUN,1971,12.4
29,JUN,1971,5.7
30,JUN,1971,5.79
31,JUN,1971,
1,JUL,1971,5.1
2,JUL,1971,5.21
3,JUL,1971,5.2
4,JUL,1971,4.85
5,JUL,1971,4.7
6,JUL,1971,4.58
7,JUL,1971,4.62
8,JUL,1971,4.25
9,JUL,1971,4.2
10,JUL,1971,4.21
11,JUL,1971,5.0
12,JUL,1971,4.4
13,JUL,1971,4.39
14,JUL,1971,12.4
15,JUL,1971,6.75
16,JUL,1971,7.3
17,JUL,1971,6.8
18,JUL,1971,6.0
19,JUL,1971,5.5
20,JUL,1971,5.45
21,JUL,1971,5.35
22,JUL,1971,5.0
23,JUL,1971,4.99
24,JUL,1971,8.45
25,JUL,1971,6.8
26,JUL,1971,5.85
27,JUL,1971,5.5
28,JUL,1971,8.7
29,JUL,1971,7.9
30,JUL,1971,6.55
31,JUL,1971,9.1
1,AGO,1971,7.5
2,AGO,1971,8.8
3,AGO,1971,8.5
4,AGO,1971,14.0
5,AGO,1971,9.2
6,AGO,1971,9.0
7,AGO,1971,9.5
8,AGO,1971,10.1
9,AGO,1971,8.5
10,AGO,1971,7.85
11,AGO,1971,7.6
12,AGO,1971,8.0
13,AGO,1971,7.5
14,AGO,1971,7.55
15,AGO,1971,8.4
16,AGO,1971,8.6
17,AGO,1971,10.1
18,AGO,1971,19.5
19,AGO,1971,11.3
20,AGO,1971,8.4
21,AGO,1971,11.8
22,AGO,1971,13.9
23,AGO,1971,28.0
24,AGO,1971,14.4
25,AGO,1971,22.0
26,AGO,1971,18.3
27,AGO,1971,15.4
28,AGO,1971,17.5
29,AGO,1971,14.8
30,AGO,1971,18.0
31,AGO,1971,16.5
1,SET,1971,21.2
2,SET,1971,18.5
3,SET,1971,14.9
4,SET,1971,24.0
5,SET,1971,24.2
6,SET,1971,22.6
7,SET,1971,21.2
8,SET,1971,24.8
9,SET,1971,23.8
10,SET,1971,20.6
11,SET,1971,25.5
12,SET,1971,30.1
13,SET,1971,22.8
14,SET,1971,22.0
15,SET,1971,21.0
16,SET,1971,18.0
17,SET,1971,18.0
18,SET,1971,33.0
19,SET,1971,64.0
20,SET,1971,12.0
21,SET,1971,47.0
22,SET,1971,38.0
23,SET,1971,31.9
24,SET,1971,27.0
25,SET,1971,25.5
26,SET,1971,32.5
27,SET,1971,29.9
28,SET,1971,31.2
29,SET,1971,36.0
30,SET,1971,36.0
31,SET,1971,
1,OCT,1971,38.0
2,OCT,1971,37.0
3,OCT,1971,38.0
4,OCT,1971,39.5
5,OCT,1971,28.0
6,OCT,1971,26.5
7,OCT,1971,28.2
8,OCT,1971,22.9
9,OCT,1971,21.0
10,OCT,1971,20.8
11,OCT,1971,17.8
12,OCT,1971,16.0
13,OCT,1971,20.0
14,OCT,1971,16.3
15,OCT,1971,13.5
16,OCT,1971,12.1
17,OCT,1971,12.9
18,OCT,1971,14.9
19,OCT,1971,17.3
20,OCT,1971,19.5
21,OCT,1971,20.5
22,OCT,1971,19.6
23,OCT,1971,19.5
24,OCT,1971,21.6
25,OCT,1971,21.6
26,OCT,1971,28.9
27,OCT,1971,24.6
28,OCT,1971,23.0
29,OCT,1971,23.2
30,OCT,1971,22.1
31,OCT,1971,17.8
1,NOV,1971,16.5
2,NOV,1971,16.9
3,NOV,1971,27.5
4,NOV,1971,22.3
5,NOV,1971,20.2
6,NOV,1971,15.7
7,NOV,1971,12.5
8,NOV,1971,5.77
9,NOV,1971,6.51
10,NOV,1971,7.3
11,NOV,1971,8.11
12,NOV,1971,8.68
13,NOV,1971,8.97
14,NOV,1971,8.68
15,NOV,1971,8.25
16,NOV,1971,7.97
17,NOV,1971,8.71
18,NOV,1971,13.2
19,NOV,1971,14.2
20,NOV,1971,8.56
21,NOV,1971,7.56
22,NOV,1971,7.03
23,NOV,1971,6.9
24,NOV,1971,6.64
25,NOV,1971,6.26
26,NOV,1971,6.13
27,NOV,1971,6.38
28,NOV,1971,8.49
29,NOV,1971,6.64
30,NOV,1971,6.38
31,NOV,1971,
1,DIC,1971,6.13
2,DIC,1971,5.89
3,DIC,1971,5.89
4,DIC,1971,5.65
5,DIC,1971,5.65
6,DIC,1971,5.41
7,DIC,1971,5.3
8,DIC,1971,5.18
9,DIC,1971,5.07
10,DIC,1971,5.29
11,DIC,1971,5.29
12,DIC,1971,5.29
13,DIC,1971,5.29
14,DIC,1971,5.11
15,DIC,1971,4.51
16,DIC,1971,4.3
17,DIC,1971,4.3
18,DIC,1971,4.51
19,DIC,1971,4.62
20,DIC,1971,4.4
21,DIC,1971,4.09
22,DIC,1971,4.09
23,DIC,1971,4.09
24,DIC,1971,4.09
25,DIC,1971,4.3
26,DIC,1971,4.4
27,DIC,1971,4.51
28,DIC,1971,4.51
29,DIC,1971,4.4
30,DIC,1971,4.19
31,DIC,1971,4.19
1,ENE,1972,4.4
2,ENE,1972,4.4
3,ENE,1972,4.19
4,ENE,1972,4.09
5,ENE,1972,5.23
6,ENE,1972,5.53
7,ENE,1972,5.41
8,ENE,1972,5.3
9,ENE,1972,5.53
10,ENE,1972,5.65
11,ENE,1972,6.88
12,ENE,1972,6.29
13,ENE,1972,4.96
14,ENE,1972,4.51
15,ENE,1972,4.4
16,ENE,1972,4.4
17,ENE,1972,4.19
18,ENE,1972,3.98
19,ENE,1972,3.88
20,ENE,1972,3.88
21,ENE,1972,3.59
22,ENE,1972,3.96
23,ENE,1972,3.99
24,ENE,1972,3.59
25,ENE,1972,3.49
26,ENE,1972,3.9
27,ENE,1972,3.76
28,ENE,1972,3.59
29,ENE,1972,3.59
30,ENE,1972,3.39
31,ENE,1972,3.39
1,FEB,1972,3.5
2,FEB,1972,2.93
3,FEB,1972,2.93
4,FEB,1972,3.43
5,FEB,1972,3.37
6,FEB,1972,3.27
7,FEB,1972,3.4
8,FEB,1972,3.34
9,FEB,1972,3.31
10,FEB,1972,3.06
11,FEB,1972,3.06
12,FEB,1972,3.12
13,FEB,1972,3.02
14,FEB,1972,3.2
15,FEB,1972,3.14
16,FEB,1972,3.33
17,FEB,1972,3.2
18,FEB,1972,2.93
19,FEB,1972,2.84
20,FEB,1972,3.0
21,FEB,1972,4.03
22,FEB,1972,4.23
23,FEB,1972,4.19
24,FEB,1972,3.88
25,FEB,1972,3.68
26,FEB,1972,3.21
27,FEB,1972,3.02
28,FEB,1972,3.2
29,FEB,1972,3.02
30,FEB,1972,
31,FEB,1972,
1,MAR,1972,2.93
2,MAR,1972,3.2
3,MAR,1972,3.2
4,MAR,1972,2.94
5,MAR,1972,2.67
6,MAR,1972,2.84
7,MAR,1972,2.67
8,MAR,1972,2.52
9,MAR,1972,2.57
10,MAR,1972,2.6
11,MAR,1972,2.76
12,MAR,1972,2.67
13,MAR,1972,3.0
14,MAR,1972,2.9
15,MAR,1972,2.82
16,MAR,1972,2.82
17,MAR,1972,2.82
18,MAR,1972,2.82
19,MAR,1972,2.82
20,MAR,1972,2.82
21,MAR,1972,2.82
22,MAR,1972,2.82
23,MAR,1972,2.72
24,MAR,1972,2.72
25,MAR,1972,2.56
26,MAR,1972,2.38
27,MAR,1972,2.37
28,MAR,1972,2.37
29,MAR,1972,2.37
30,MAR,1972,2.99
31,MAR,1972,2.45
1,ABR,1972,2.37
2,ABR,1972,2.37
3,ABR,1972,2.37
4,ABR,1972,2.27
5,ABR,1972,2.6
6,ABR,1972,2.73
7,ABR,1972,2.84
8,ABR,1972,2.84
9,ABR,1972,2.84
10,ABR,1972,2.84
11,ABR,1972,2.75
12,ABR,1972,2.87
13,ABR,1972,2.4
14,ABR,1972,3.27
15,ABR,1972,3.02
16,ABR,1972,2.84
17,ABR,1972,2.67
18,ABR,1972,2.67
19,ABR,1972,2.84
20,ABR,1972,2.44
21,ABR,1972,3.02
22,ABR,1972,2.84
23,ABR,1972,2.84
24,ABR,1972,2.67
25,ABR,1972,2.84
26,ABR,1972,2.84
27,ABR,1972,2.67
28,ABR,1972,3.36
29,ABR,1972,2.84
30,ABR,1972,3.61
31,ABR,1972,
1,MAY,1972,2.4
2,MAY,1972,2.84
3,MAY,1972,2.84
4,MAY,1972,2.6
5,MAY,1972,2.4
6,MAY,1972,2.4
7,MAY,1972,2.4
8,MAY,1972,2.6
9,MAY,1972,2.6
10,MAY,1972,3.2
11,MAY,1972,4.54
12,MAY,1972,3.27
13,MAY,1972,4.35
14,MAY,1972,6.83
15,MAY,1972,8.65
16,MAY,1972,6.02
17,MAY,1972,5.35
18,MAY,1972,12.2
19,MAY,1972,16.8
20,MAY,1972,22.5
21,MAY,1972,15.8
22,MAY,1972,12.0
23,MAY,1972,20.4
24,MAY,1972,13.2
25,MAY,1972,13.7
26,MAY,1972,22.9
27,MAY,1972,28.6
28,MAY,1972,18.9
29,MAY,1972,14.7
30,MAY,1972,11.8
31,MAY,1972,10.0
1,JUN,1972,9.12
2,JUN,1972,8.53
3,JUN,1972,7.97
4,JUN,1972,7.42
5,JUN,1972,8.75
6,JUN,1972,14.4
7,JUN,1972,11.5
8,JUN,1972,9.86
9,JUN,1972,10.4
10,JUN,1972,8.07
11,JUN,1972,8.98
12,JUN,1972,9.08
13,JUN,1972,8.56
14,JUN,1972,7.42
15,JUN,1972,6.9
16,JUN,1972,6.38
17,JUN,1972,5.79
18,JUN,1972,7.90)
19,JUN,1972,9.50)
20,JUN,1972,11.6
21,JUN,1972,10.2
22,JUN,1972,10
23,JUN,1972,8.8
24,JUN,1972,7.3
25,JUN,1972,8.4
26,JUN,1972,7.32
27,JUN,1972,7.7
28,JUN,1972,7
29,JUN,1972,6.5
30,JUN,1972,6.1
31,JUN,1972,
1,JUL,1972,5.4
2,JUL,1972,5.4
3,JUL,1972,5.7
4,JUL,1972,5.4
5,JUL,1972,5.4
6,JUL,1972,5.6
7,JUL,1972,5.08
8,JUL,1972,4.95
9,JUL,1972,4.95
10,JUL,1972,4.95
11,JUL,1972,7.15
12,JUL,1972,7.25
13,JUL,1972,5.9
14,JUL,1972,5.5
15,JUL,1972,5.4
16,JUL,1972,5.4
17,JUL,1972,5.4
18,JUL,1972,5.4
19,JUL,1972,5.5
20,JUL,1972,7.9
21,JUL,1972,6.7
22,JUL,1972,7.7
23,JUL,1972,6.8
24,JUL,1972,15.0
25,JUL,1972,8.0
26,JUL,1972,7.1
27,JUL,1972,6.5
28,JUL,1972,5.8
29,JUL,1972,5.39
30,JUL,1972,5.39
31,JUL,1972,5.4
1,AGO,1972,6.3
2,AGO,1972,5.98
3,AGO,1972,5.5
4,AGO,1972,5.1
5,AGO,1972,5.1
6,AGO,1972,5.1
7,AGO,1972,5.1
8,AGO,1972,5.1
9,AGO,1972,5.1
10,AGO,1972,5.1
11,AGO,1972,5.1
12,AGO,1972,3.68
13,AGO,1972,3.43
14,AGO,1972,5.64
15,AGO,1972,7.29
16,AGO,1972,7.45
17,AGO,1972,8.36
18,AGO,1972,5.55
19,AGO,1972,17.5
20,AGO,1972,24.5
21,AGO,1972,16.4
22,AGO,1972,13.0
23,AGO,1972,13.7
24,AGO,1972,9.98
25,AGO,1972,8.83
26,AGO,1972,10.9
27,AGO,1972,31.8
28,AGO,1972,18.4
29,AGO,1972,14.9
30,AGO,1972,13.3
31,AGO,1972,11.9
1,SET,1972,11.6
2,SET,1972,17.2
3,SET,1972,16.7
4,SET,1972,18.3
5,SET,1972,18.9
6,SET,1972,17.2
7,SET,1972,15.1
8,SET,1972,12.9
9,SET,1972,11.9
10,SET,1972,15.7
11,SET,1972,14.0
12,SET,1972,12.0
13,SET,1972,14.5
14,SET,1972,11.5
15,SET,1972,20.9
16,SET,1972,13.3
17,SET,1972,12.6
18,SET,1972,11.7
19,SET,1972,10.3
20,SET,1972,10.1
21,SET,1972,9.8
22,SET,1972,12.0
23,SET,1972,13.6
24,SET,1972,10.8
25,SET,1972,10.7
26,SET,1972,9.86
27,SET,1972,12.9
28,SET,1972,16.5
29,SET,1972,15.3
30,SET,1972,19.5
31,SET,1972,
1,OCT,1972,32.0
2,OCT,1972,20.5
3,OCT,1972,21.0
4,OCT,1972,18.5
5,OCT,1972,15.8
6,OCT,1972,14.6
7,OCT,1972,24.0
8,OCT,1972,14.2
9,OCT,1972,12.5
10,OCT,1972,11.5
11,OCT,1972,11.9
12,OCT,1972,13.0
13,OCT,1972,18.5
14,OCT,1972,21.2
15,OCT,1972,10.1
16,OCT,1972,11.4
17,OCT,1972,11.3
18,OCT,1972,13.1
19,OCT,1972,16.7
20,OCT,1972,17.1
21,OCT,1972,15.5
22,OCT,1972,15.2
23,OCT,1972,15.5
24,OCT,1972,15.0
25,OCT,1972,14.0
26,OCT,1972,13.5
27,OCT,1972,15.2
28,OCT,1972,14.4
29,OCT,1972,13.5
30,OCT,1972,12.8
31,OCT,1972,9.53
1,NOV,1972,17.0
2,NOV,1972,15.0
3,NOV,1972,18.0
4,NOV,1972,13.1
5,NOV,1972,19.2
6,NOV,1972,12.8
7,NOV,1972,11.8
8,NOV,1972,11.2
9,NOV,1972,23.5
10,NOV,1972,21.0
11,NOV,1972,15.7
12,NOV,1972,14.5
13,NOV,1972,13.2
14,NOV,1972,12.8
15,NOV,1972,18.9
16,NOV,1972,24.5
17,NOV,1972,9.83
18,NOV,1972,6.33
19,NOV,1972,7.77
20,NOV,1972,7.32
21,NOV,1972,7.0
22,NOV,1972,6.79
23,NOV,1972,6.79
24,NOV,1972,10.5
25,NOV,1972,10.2
26,NOV,1972,10.3
27,NOV,1972,10.0
28,NOV,1972,9.95
29,NOV,1972,9.25
30,NOV,1972,9.0
31,NOV,1972,
1,DIC,1972,9.0
2,DIC,1972,9.0
3,DIC,1972,8.8
4,DIC,1972,7.8
5,DIC,1972,7.3
6,DIC,1972,7.3
7,DIC,1972,7.25
8,DIC,1972,7.1
9,DIC,1972,6.98
10,DIC,1972,6.8
11,DIC,1972,6.5
12,DIC,1972,6.5
13,DIC,1972,6.5
14,DIC,1972,4.67
15,DIC,1972,4.45
16,DIC,1972,4.37
17,DIC,1972,4.3
18,DIC,1972,4.37
19,DIC,1972,4.77
20,DIC,1972,4.75
21,DIC,1972,5.13
22,DIC,1972,10.1
23,DIC,1972,8.18
24,DIC,1972,8.1
25,DIC,1972,7.49
26,DIC,1972,7.14
27,DIC,1972,7.6
28,DIC,1972,7.23
29,DIC,1972,7.37
30,DIC,1972,7.14
31,DIC,1972,6.68
1,ENE,1973,5.67
2,ENE,1973,5.45
3,ENE,1973,4.89
4,ENE,1973,4.45
5,ENE,1973,4.45
6,ENE,1973,4.37
7,ENE,1973,4.3
8,ENE,1973,4.22
9,ENE,1973,4.15
10,ENE,1973,4.15
11,ENE,1973,4.08
12,ENE,1973,4.01
13,ENE,1973,4.01
14,ENE,1973,4.57
15,ENE,1973,6.29
16,ENE,1973,5.45
17,ENE,1973,4.9
18,ENE,1973,4.9
19,ENE,1973,4.75
20,ENE,1973,4.6
21,ENE,1973,4.45
22,ENE,1973,4.3
23,ENE,1973,4.3
24,ENE,1973,4.22
25,ENE,1973,4.08
26,ENE,1973,4.01
27,ENE,1973,3.94
28,ENE,1973,3.8
29,ENE,1973,3.73
30,ENE,1973,4.16
31,ENE,1973,4.6
1,FEB,1973,4.45
2,FEB,1973,4.37
3,FEB,1973,4.45
4,FEB,1973,4.37
5,FEB,1973,4.3
6,FEB,1973,4.37
7,FEB,1973,4.6
8,FEB,1973,4.67
9,FEB,1973,4.67
10,FEB,1973,4.6
11,FEB,1973,4.37
12,FEB,1973,4.37
13,FEB,1973,4.45
14,FEB,1973,4.37
15,FEB,1973,4.3
16,FEB,1973,4.22
17,FEB,1973,4.15
18,FEB,1973,4.15
19,FEB,1973,4.15
20,FEB,1973,4.01
21,FEB,1973,3.87
22,FEB,1973,3.87
23,FEB,1973,3.0
24,FEB,1973,3.45
25,FEB,1973,3.17
26,FEB,1973,3.1
27,FEB,1973,3.03
28,FEB,1973,3.03
29,FEB,1973,
30,FEB,1973,
