Dia,Mes,Ano,Caudal_Diario
3,ABR,1963,2.6
4,ABR,1963,3.12
5,ABR,1963,5.07
6,ABR,1963,3.82
7,ABR,1963,4.69
8,ABR,1963,4.53
9,ABR,1963,3.68
10,ABR,1963,3.54
11,ABR,1963,4.71
12,ABR,1963,7.49
13,ABR,1963,4.68
14,ABR,1963,3.68
15,ABR,1963,3.4
16,ABR,1963,3.27
17,ABR,1963,3.2
18,ABR,1963,3.15
19,ABR,1963,3.2
20,ABR,1963,3.54
21,ABR,1963,3.4
22,ABR,1963,3.68
23,ABR,1963,3.4
24,ABR,1963,3.27
25,ABR,1963,3.2
26,ABR,1963,3.15
27,ABR,1963,3.15
28,ABR,1963,3.27
29,ABR,1963,3.54
30,ABR,1963,3.27
31,ABR,1963,
1,MAY,1963,3.4
2,MAY,1963,3.27
3,MAY,1963,3.15
4,MAY,1963,3.1
5,MAY,1963,3.05
6,MAY,1963,3.05
7,MAY,1963,3.02
8,MAY,1963,3.02
9,MAY,1963,2.9
10,MAY,1963,2.9
11,MAY,1963,2.9
12,MAY,1963,3.0
13,MAY,1963,3.1
14,MAY,1963,3.0
15,MAY,1963,3.3
16,MAY,1963,3.5
17,MAY,1963,4.0
18,MAY,1963,3.3
19,MAY,1963,3.25
20,MAY,1963,3.15
21,MAY,1963,3.45
22,MAY,1963,3.4
23,MAY,1963,3.4
24,MAY,1963,4.25
25,MAY,1963,4.25
26,MAY,1963,4.25
27,MAY,1963,5.6
28,MAY,1963,6.5
29,MAY,1963,7.52
30,MAY,1963,5.9
31,MAY,1963,4.8
1,JUN,1963,4.3
2,JUN,1963,4.2
3,JUN,1963,4.0
4,JUN,1963,13.8
5,JUN,1963,8.0
6,JUN,1963,5.0
7,JUN,1963,4.25
8,JUN,1963,6.14
9,JUN,1963,8.27
10,JUN,1963,19.56
11,JUN,1963,11.75
12,JUN,1963,10.5
13,JUN,1963,10.09
14,JUN,1963,30.52
15,JUN,1963,14.51
16,JUN,1963,10.4
17,JUN,1963,13.59
18,JUN,1963,9.2
19,JUN,1963,7.9
20,JUN,1963,7.15
21,JUN,1963,7.15
22,JUN,1963,6.8
23,JUN,1963,6.4
24,JUN,1963,8.34
25,JUN,1963,8.0
26,JUN,1963,8.33
27,JUN,1963,7.9
28,JUN,1963,12.29
29,JUN,1963,9.7
30,JUN,1963,12.98
31,JUN,1963,
1,JUL,1963,13.32
2,JUL,1963,11.45
3,JUL,1963,20.13
4,JUL,1963,14.15
5,JUL,1963,11.3
6,JUL,1963,15.46
7,JUL,1963,11.5
8,JUL,1963,14.36
9,JUL,1963,21.22
10,JUL,1963,13.0
11,JUL,1963,11.5
12,JUL,1963,12.95
13,JUL,1963,23.1
14,JUL,1963,12.0
15,JUL,1963,11.5
16,JUL,1963,9.6
17,JUL,1963,31.8
18,JUL,1963,13.0
19,JUL,1963,15.52
20,JUL,1963,11.3
21,JUL,1963,15.83
22,JUL,1963,19.54
23,JUL,1963,13.59
24,JUL,1963,14.5
25,JUL,1963,12.4
26,JUL,1963,11.3
27,JUL,1963,10.2
28,JUL,1963,10.0
29,JUL,1963,9.3
30,JUL,1963,8.9
31,JUL,1963,9.2
1,AGO,1963,14.58
2,AGO,1963,14.95
3,AGO,1963,11.3
4,AGO,1963,11.34
5,AGO,1963,10.5
6,AGO,1963,9.2
7,AGO,1963,19.68
8,AGO,1963,12.5
9,AGO,1963,11.0
10,AGO,1963,10.1
11,AGO,1963,9.7
12,AGO,1963,9.2
13,AGO,1963,9.0
14,AGO,1963,8.9
15,AGO,1963,8.7
16,AGO,1963,8.45
17,AGO,1963,13.74
18,AGO,1963,10.1
19,AGO,1963,11.18
20,AGO,1963,27.3
21,AGO,1963,16.5
22,AGO,1963,12.5
23,AGO,1963,11.0
24,AGO,1963,9.9
25,AGO,1963,9.5
26,AGO,1963,9.9
27,AGO,1963,8.7
28,AGO,1963,8.9
29,AGO,1963,8.6
30,AGO,1963,9.1
31,AGO,1963,8.0
1,SET,1963,8.4
2,SET,1963,14.07
3,SET,1963,9.23
4,SET,1963,8.1
5,SET,1963,9.93
6,SET,1963,14.79
7,SET,1963,17.61
8,SET,1963,12.1
9,SET,1963,14.79
10,SET,1963,11.3
11,SET,1963,25.01
12,SET,1963,11.8
13,SET,1963,14.05
14,SET,1963,46.78
15,SET,1963,29.57
16,SET,1963,25.72
17,SET,1963,19.5
18,SET,1963,58.91
19,SET,1963,40.06
20,SET,1963,24.5
21,SET,1963,20.5
22,SET,1963,27.85
23,SET,1963,71.2
24,SET,1963,N.D.
25,SET,1963,N.D.
26,SET,1963,N.D.
27,SET,1963,N.D.
28,SET,1963,N.D.
29,SET,1963,N.D.
30,SET,1963,N.D.
31,SET,1963,
1,OCT,1963,N.D.
2,OCT,1963,N.D.
3,OCT,1963,19.66
4,OCT,1963,15.49
5,OCT,1963,14.14
6,OCT,1963,21.08
7,OCT,1963,25.8
8,OCT,1963,15
9,OCT,1963,46.65
10,OCT,1963,22
11,OCT,1963,83.05
12,OCT,1963,34.53
13,OCT,1963,25
14,OCT,1963,19.5
15,OCT,1963,18
16,OCT,1963,16
17,OCT,1963,26.28
18,OCT,1963,17.14
19,OCT,1963,38.64
20,OCT,1963,35.96
21,OCT,1963,31.96
22,OCT,1963,22.7
23,OCT,1963,20
24,OCT,1963,19.84
25,OCT,1963,15.5
26,OCT,1963,14.2
27,OCT,1963,19.35
28,OCT,1963,31.15
29,OCT,1963,17.2
30,OCT,1963,14.8
31,OCT,1963,13.6
1,NOV,1963,24.35
2,NOV,1963,19.15
3,NOV,1963,15.2
4,NOV,1963,18.71
5,NOV,1963,20.6
6,NOV,1963,31.53
7,NOV,1963,50.31
8,NOV,1963,55.9
9,NOV,1963,67.18
10,NOV,1963,56.27
11,NOV,1963,33.0
12,NOV,1963,26.0
13,NOV,1963,23.5
14,NOV,1963,20.5
15,NOV,1963,19.5
16,NOV,1963,19.5
17,NOV,1963,19.2
18,NOV,1963,17.2
19,NOV,1963,20.44
20,NOV,1963,15.2
21,NOV,1963,14.0
22,NOV,1963,13.4
23,NOV,1963,12.7
24,NOV,1963,12.3
25,NOV,1963,12.05
26,NOV,1963,12.0
27,NOV,1963,11.9
28,NOV,1963,11.8
29,NOV,1963,11.75
30,NOV,1963,11.75
31,NOV,1963,
1,DIC,1963,12.3
2,DIC,1963,12.3
3,DIC,1963,11.7
4,DIC,1963,11.5
5,DIC,1963,11.7
6,DIC,1963,17.8
7,DIC,1963,13.6
8,DIC,1963,12.5
9,DIC,1963,13.3
10,DIC,1963,19.2
11,DIC,1963,13.6
12,DIC,1963,11.3
13,DIC,1963,10.1
14,DIC,1963,9.4
15,DIC,1963,8.9
16,DIC,1963,8.5
17,DIC,1963,8.1
18,DIC,1963,7.9
19,DIC,1963,7.8
20,DIC,1963,7.8
21,DIC,1963,7.9
22,DIC,1963,7.8
23,DIC,1963,7.6
24,DIC,1963,7.5
25,DIC,1963,8.2
26,DIC,1963,8.25
27,DIC,1963,8.1
28,DIC,1963,8.25
29,DIC,1963,8.25
30,DIC,1963,8.25
31,DIC,1963,8.25
1,ENE,1964,8.6
2,ENE,1964,11.0
3,ENE,1964,11.5
4,ENE,1964,9.7
5,ENE,1964,8.8
6,ENE,1964,8.2
7,ENE,1964,7.7
8,ENE,1964,7.4
9,ENE,1964,7.15
10,ENE,1964,7.0
11,ENE,1964,6.7
12,ENE,1964,6.6
13,ENE,1964,6.4
14,ENE,1964,6.4
15,ENE,1964,7.4
16,ENE,1964,7.4
17,ENE,1964,7.0
18,ENE,1964,7.0
19,ENE,1964,6.9
20,ENE,1964,7.0
21,ENE,1964,7.0
22,ENE,1964,7.0
23,ENE,1964,1.0
24,ENE,1964,6.9
25,ENE,1964,6.7
26,ENE,1964,6.7
27,ENE,1964,6.6
28,ENE,1964,6.5
29,ENE,1964,6.4
30,ENE,1964,6.3
31,ENE,1964,6.3
1,FEB,1964,6.3
2,FEB,1964,6.2
3,FEB,1964,6.15
4,FEB,1964,6.1
5,FEB,1964,6.1
6,FEB,1964,6.1
7,FEB,1964,6.1
8,FEB,1964,6.1
9,FEB,1964,5.9
10,FEB,1964,5.9
11,FEB,1964,5.8
12,FEB,1964,5.8
13,FEB,1964,5.9
14,FEB,1964,5.8
15,FEB,1964,5.8
16,FEB,1964,5.8
17,FEB,1964,5.7
18,FEB,1964,5.7
19,FEB,1964,5.7
20,FEB,1964,5.6
21,FEB,1964,5.6
22,FEB,1964,5.7
23,FEB,1964,6.9
24,FEB,1964,5.6
25,FEB,1964,5.6
26,FEB,1964,5.6
27,FEB,1964,5.5
28,FEB,1964,5.5
29,FEB,1964,5.45
30,FEB,1964,5.15
31,FEB,1964,5.15
1,MAR,1964,5.4
2,MAR,1964,5.4
3,MAR,1964,5.5
4,MAR,1964,5.5
5,MAR,1964,5.5
6,MAR,1964,5.45
7,MAR,1964,5.45
8,MAR,1964,5.4
9,MAR,1964,5.4
10,MAR,1964,5.4
11,MAR,1964,5.4
12,MAR,1964,5.35
13,MAR,1964,5.3
14,MAR,1964,5.3
15,MAR,1964,5.4
16,MAR,1964,5.4
17,MAR,1964,5.35
18,MAR,1964,5.3
19,MAR,1964,5.3
20,MAR,1964,5.3
21,MAR,1964,5.3
22,MAR,1964,5.3
23,MAR,1964,5.65
24,MAR,1964,5.3
25,MAR,1964,5.2
26,MAR,1964,5.15
27,MAR,1964,5.15
28,MAR,1964,5.15
29,MAR,1964,5.15
30,MAR,1964,5.55
31,MAR,1964,
1,ABR,1964,5.15
2,ABR,1964,5.15
3,ABR,1964,5.15
4,ABR,1964,5.1
5,ABR,1964,5.1
6,ABR,1964,5.1
7,ABR,1964,5.1
8,ABR,1964,5.1
9,ABR,1964,5.1
10,ABR,1964,5.1
11,ABR,1964,5.05
12,ABR,1964,5.05
13,ABR,1964,5.05
14,ABR,1964,5.05
15,ABR,1964,5.05
16,ABR,1964,5.0
17,ABR,1964,5.0
18,ABR,1964,5.0
19,ABR,1964,5.0
20,ABR,1964,5.0
21,ABR,1964,5.0
22,ABR,1964,5.05
23,ABR,1964,5.3
24,ABR,1964,5.8
25,ABR,1964,6.36
26,ABR,1964,6.8
27,ABR,1964,5.8
28,ABR,1964,5.7
29,ABR,1964,5.6
30,ABR,1964,
31,ABR,1964,
1,MAY,1964,3.13
2,MAY,1964,2.8
3,MAY,1964,3.59
4,MAY,1964,3.81
5,MAY,1964,2.93
6,MAY,1964,2.55
7,MAY,1964,2.5
8,MAY,1964,2.45
9,MAY,1964,2.4
10,MAY,1964,2.4
11,MAY,1964,2.35
12,MAY,1964,2.35
13,MAY,1964,2.4
14,MAY,1964,2.5
15,MAY,1964,2.4
16,MAY,1964,3.1
17,MAY,1964,4.0
18,MAY,1964,2.72
19,MAY,1964,2.5
20,MAY,1964,2.5
21,MAY,1964,2.45
22,MAY,1964,2.45
23,MAY,1964,2.45
24,MAY,1964,2.4
25,MAY,1964,3.79
26,MAY,1964,5.6
27,MAY,1964,9.21
28,MAY,1964,9.43
29,MAY,1964,4.65
30,MAY,1964,4.45
31,MAY,1964,4.75
1,JUN,1964,4.6
2,JUN,1964,4.1
3,JUN,1964,5.15
4,JUN,1964,14.32
5,JUN,1964,11.9
6,JUN,1964,6.9
7,JUN,1964,7.95
8,JUN,1964,9.67
9,JUN,1964,17.68
10,JUN,1964,20.73
11,JUN,1964,21.18
12,JUN,1964,20.42
13,JUN,1964,12.24
14,JUN,1964,9.8
15,JUN,1964,18.79
16,JUN,1964,16.25
17,JUN,1964,11.8
18,JUN,1964,10.15
19,JUN,1964,8.95
20,JUN,1964,8. 11
21,JUN,1964,43.1
22,JUN,1964,19.2
23,JUN,1964,16.85
24,JUN,1964,15.17
25,JUN,1964,22.73
26,JUN,1964,16
27,JUN,1964,12.9
28,JUN,1964,21.98
29,JUN,1964,15.6
30,JUN,1964,22.22
31,JUN,1964,
1,JUL,1964,47.28
2,JUL,1964,28.53
3,JUL,1964,19.7
4,JUL,1964,15.5
5,JUL,1964,12.95
6,JUL,1964,11.6
7,JUL,1964,10.15
8,JUL,1964,12.95
9,JUL,1964,9.85
10,JUL,1964,10.46
11,JUL,1964,11.31
12,JUL,1964,23.56
13,JUL,1964,16.3
14,JUL,1964,11.92
15,JUL,1964,26.1
16,JUL,1964,35.85
17,JUL,1964,21.5
18,JUL,1964,18.62
19,JUL,1964,28.18
20,JUL,1964,21.3
21,JUL,1964,21.01
22,JUL,1964,27.54
23,JUL,1964,32.13
24,JUL,1964,24.45
25,JUL,1964,20.0
26,JUL,1964,48.34
27,JUL,1964,25.78
28,JUL,1964,35.93
29,JUL,1964,36.3
30,JUL,1964,28.0
31,JUL,1964,23.0
1,AGO,1964,19.25
2,AGO,1964,17.0
3,AGO,1964,15.6
4,AGO,1964,14.25
5,AGO,1964,13.0
6,AGO,1964,12.0
7,AGO,1964,12.2
8,AGO,1964,12.6
9,AGO,1964,10.35
10,AGO,1964,10.3
11,AGO,1964,9.43
12,AGO,1964,9.5
13,AGO,1964,9.9
14,AGO,1964,11.9
15,AGO,1964,13.09
16,AGO,1964,16.27
17,AGO,1964,25.28
18,AGO,1964,24.73
19,AGO,1964,20.44
20,AGO,1964,20.1
21,AGO,1964,16.4
22,AGO,1964,14.5
23,AGO,1964,15.9
24,AGO,1964,18.18
25,AGO,1964,12.5
26,AGO,1964,14.9
27,AGO,1964,12.94
28,AGO,1964,31.08
29,AGO,1964,22.81
30,AGO,1964,18.8
31,AGO,1964,19.91
1,SET,1964,17.02
2,SET,1964,27.55
3,SET,1964,30.5
4,SET,1964,22.33
5,SET,1964,18.87
6,SET,1964,17.82
7,SET,1964,17.9
8,SET,1964,44.07
9,SET,1964,27.05
10,SET,1964,24.2
11,SET,1964,30.06
12,SET,1964,35.2
13,SET,1964,29.62
14,SET,1964,30.63
15,SET,1964,27.79
16,SET,1964,30.07
17,SET,1964,21.2
18,SET,1964,18.4
19,SET,1964,20.02
20,SET,1964,24.05
21,SET,1964,31.05
22,SET,1964,89.29
23,SET,1964,41.78
24,SET,1964,24.45
25,SET,1964,22.79
26,SET,1964,20.5
27,SET,1964,18.75
28,SET,1964,29.87
29,SET,1964,24.69
30,SET,1964,20.38
31,SET,1964,
1,OCT,1964,25.34
2,OCT,1964,32.96
3,OCT,1964,47.05
4,OCT,1964,45.39
5,OCT,1964,28.89
6,OCT,1964,38.27
7,OCT,1964,27.28
8,OCT,1964,25.77
9,OCT,1964,22.06
10,OCT,1964,31.37
11,OCT,1964,30.72
12,OCT,1964,48.35
13,OCT,1964,32.15
14,OCT,1964,40.99
15,OCT,1964,36.34
16,OCT,1964,41.89
17,OCT,1964,29.85
18,OCT,1964,25.7
19,OCT,1964,27.6
20,OCT,1964,23.4
21,OCT,1964,22.2
22,OCT,1964,20.75
23,OCT,1964,18.75
24,OCT,1964,17.15
25,OCT,1964,16.7
26,OCT,1964,15.9
27,OCT,1964,17.31
28,OCT,1964,16.51
29,OCT,1964,19.28
30,OCT,1964,16.29
31,OCT,1964,12.85
1,NOV,1964,12.85
2,NOV,1964,13.2
3,NOV,1964,28.23
4,NOV,1964,14.75
5,NOV,1964,13.23
6,NOV,1964,12.85
7,NOV,1964,12.94
8,NOV,1964,13.11
9,NOV,1964,11.1
10,NOV,1964,10.05
11,NOV,1964,9.7
12,NOV,1964,10.0
13,NOV,1964,9.7
14,NOV,1964,9.45
15,NOV,1964,9.3
16,NOV,1964,9.0
17,NOV,1964,8.6
18,NOV,1964,8.4
19,NOV,1964,8.1
20,NOV,1964,8.07
21,NOV,1964,8.4
22,NOV,1964,8.5
23,NOV,1964,8.8
24,NOV,1964,8.5
25,NOV,1964,8.1
26,NOV,1964,8.0
27,NOV,1964,7.5
28,NOV,1964,6.94
29,NOV,1964,6.9
30,NOV,1964,6.8
31,NOV,1964,
1,DIC,1964,6.5
2,DIC,1964,6.4
3,DIC,1964,6.15
4,DIC,1964,6.0
5,DIC,1964,5.9
6,DIC,1964,5.8
7,DIC,1964,6.1
8,DIC,1964,6.5
9,DIC,1964,5.8
10,DIC,1964,5.5
11,DIC,1964,5.3
12,DIC,1964,5.2
13,DIC,1964,5.2
14,DIC,1964,5.5
15,DIC,1964,5.1
16,DIC,1964,5.15
17,DIC,1964,5.15
18,DIC,1964,5.1
19,DIC,1964,4.95
20,DIC,1964,4.9
21,DIC,1964,4.85
22,DIC,1964,4.8
23,DIC,1964,5.45
24,DIC,1964,4.7
25,DIC,1964,6.22
26,DIC,1964,4.8
27,DIC,1964,4.5
28,DIC,1964,4.4
29,DIC,1964,4.22
30,DIC,1964,4.15
31,DIC,1964,4.05
1,ENE,1965,4.0
2,ENE,1965,4.0
3,ENE,1965,4.0
4,ENE,1965,4.05
5,ENE,1965,4.9
6,ENE,1965,4.44
7,ENE,1965,5.85
8,ENE,1965,6.1
9,ENE,1965,5.9
10,ENE,1965,5.3
11,ENE,1965,4.88
12,ENE,1965,4.6
13,ENE,1965,4.44
14,ENE,1965,4.66
15,ENE,1965,4.44
16,ENE,1965,4.3
17,ENE,1965,4.95
18,ENE,1965,10.79
19,ENE,1965,9.0
20,ENE,1965,8.0
21,ENE,1965,6.9
22,ENE,1965,6.14
23,ENE,1965,5.62
24,ENE,1965,5.1
25,ENE,1965,4.8
26,ENE,1965,4.6
27,ENE,1965,4.45
28,ENE,1965,4.22
29,ENE,1965,4.05
30,ENE,1965,4.05
31,ENE,1965,4.0
1,FEB,1965,3.8
2,FEB,1965,3.7
3,FEB,1965,3.6
4,FEB,1965,3.58
5,FEB,1965,3.55
6,FEB,1965,3.5
7,FEB,1965,3.4
8,FEB,1965,3.37
9,FEB,1965,3.35
10,FEB,1965,3.3
11,FEB,1965,3.2
12,FEB,1965,3.18
13,FEB,1965,3.18
14,FEB,1965,3.18
15,FEB,1965,3.15
16,FEB,1965,3.0
17,FEB,1965,2.9
18,FEB,1965,2.95
19,FEB,1965,2.95
20,FEB,1965,3.15
21,FEB,1965,3.18
22,FEB,1965,3.1
23,FEB,1965,3.05
24,FEB,1965,2.95
25,FEB,1965,2.9
26,FEB,1965,3.4
27,FEB,1965,5.1
28,FEB,1965,4.22
29,FEB,1965,
30,FEB,1965,
31,FEB,1965,
1,MAR,1965,3.6
2,MAR,1965,3.37
3,MAR,1965,3.18
4,MAR,1965,3.15
5,MAR,1965,3.0
6,MAR,1965,2.9
7,MAR,1965,3.6
8,MAR,1965,4.88
9,MAR,1965,4.9
10,MAR,1965,4.66
11,MAR,1965,4.25
12,MAR,1965,3.85
13,MAR,1965,3.7
14,MAR,1965,3.55
15,MAR,1965,3.5
16,MAR,1965,3.4
17,MAR,1965,3.3
18,MAR,1965,3.15
19,MAR,1965,2.9
20,MAR,1965,2.65
21,MAR,1965,2.6
22,MAR,1965,2.58
23,MAR,1965,2.55
24,MAR,1965,2.5
25,MAR,1965,2.41
26,MAR,1965,2.4
27,MAR,1965,2.38
28,MAR,1965,2.35
29,MAR,1965,2.3
30,MAR,1965,2.25
31,MAR,1965,2.24
1,ABR,1965,2.23
2,ABR,1965,2.22
3,ABR,1965,2.21
4,ABR,1965,2.2
5,ABR,1965,2.18
6,ABR,1965,2.15
7,ABR,1965,2.1
8,ABR,1965,2.05
9,ABR,1965,2.1
10,ABR,1965,2.1
11,ABR,1965,2.06
12,ABR,1965,2.07
13,ABR,1965,2.08
14,ABR,1965,2.06
15,ABR,1965,2.1
16,ABR,1965,2.1
17,ABR,1965,2.0
18,ABR,1965,1.85
19,ABR,1965,1.8
20,ABR,1965,1.75
21,ABR,1965,1.7
22,ABR,1965,1.7
23,ABR,1965,1.7
24,ABR,1965,1.7
25,ABR,1965,1.75
26,ABR,1965,1.8
27,ABR,1965,1.8
28,ABR,1965,1.75
29,ABR,1965,1.7
30,ABR,1965,1.65
31,ABR,1965,
1,MAY,1965,2.35
2,MAY,1965,1.62
3,MAY,1965,1 66
4,MAY,1965,1.67
5,MAY,1965,1.67
6,MAY,1965,1.65
7,MAY,1965,1.7
8,MAY,1965,1.52
9,MAY,1965,1.63
10,MAY,1965,2.2
11,MAY,1965,1.78
12,MAY,1965,1.5
13,MAY,1965,1.45
14,MAY,1965,1.35
15,MAY,1965,1.67
16,MAY,1965,1.5
17,MAY,1965,1.32
18,MAY,1965,1.29
19,MAY,1965,1.29
20,MAY,1965,1.35
21,MAY,1965,1.46
22,MAY,1965,2.95
23,MAY,1965,2.23
24,MAY,1965,4.7
25,MAY,1965,4.35
26,MAY,1965,2.3
27,MAY,1965,2.65
28,MAY,1965,3.9
29,MAY,1965,3.25
30,MAY,1965,5.91
31,MAY,1965,12.69
1,JUN,1965,9.96
2,JUN,1965,4.66
3,JUN,1965,3.6
4,JUN,1965,7.2
5,JUN,1965,4 20
6,JUN,1965,3.3
7,JUN,1965,10.77
8,JUN,1965,5.8
9,JUN,1965,6.92
10,JUN,1965,8.65
11,JUN,1965,5.4
12,JUN,1965,8.49
13,JUN,1965,8.3
14,JUN,1965,5.65
15,JUN,1965,4.7
16,JUN,1965,4.22
17,JUN,1965,3.8
18,JUN,1965,3.6
19,JUN,1965,3.5
20,JUN,1965,4.52
21,JUN,1965,4
22,JUN,1965,4.4
23,JUN,1965,6.42
24,JUN,1965,5.4
25,JUN,1965,5.8
26,JUN,1965,7.5
27,JUN,1965,7.7
28,JUN,1965,6.25
29,JUN,1965,5.62
30,JUN,1965,5.43
31,JUN,1965,
1,JUL,1965,6.05
2,JUL,1965,6.14
3,JUL,1965,6.3
4,JUL,1965,6.7
5,JUL,1965,6.5
6,JUL,1965,6.42
7,JUL,1965,7.0
8,JUL,1965,6.2
9,JUL,1965,5.8
10,JUL,1965,5.62
11,JUL,1965,5.7
12,JUL,1965,5.36
13,JUL,1965,5.2
14,JUL,1965,4.92
15,JUL,1965,4.7
16,JUL,1965,4.42
17,JUL,1965,4.1
18,JUL,1965,4.2
19,JUL,1965,4.3
20,JUL,1965,4.44
21,JUL,1965,4.15
22,JUL,1965,3.95
23,JUL,1965,4.4
24,JUL,1965,4.2
25,JUL,1965,4.22
26,JUL,1965,4.1
27,JUL,1965,4.6
28,JUL,1965,4.75
29,JUL,1965,8.3
30,JUL,1965,11.25
31,JUL,1965,9.03
1,AGO,1965,6.14
2,AGO,1965,7.92
3,AGO,1965,9.73
4,AGO,1965,8.29
5,AGO,1965,13.72
6,AGO,1965,12.09
7,AGO,1965,9.0
8,AGO,1965,7.8
9,AGO,1965,11.43
10,AGO,1965,11.63
11,AGO,1965,8.4
12,AGO,1965,7.4
13,AGO,1965,6.9
14,AGO,1965,6.45
15,AGO,1965,6.52
16,AGO,1965,8.1
17,AGO,1965,6.9
18,AGO,1965,8.07
19,AGO,1965,7.75
20,AGO,1965,7.75
21,AGO,1965,7.25
22,AGO,1965,6.94
23,AGO,1965,7.5
24,AGO,1965,7.9
25,AGO,1965,8.4
26,AGO,1965,8.1
27,AGO,1965,8.07
28,AGO,1965,8.05
29,AGO,1965,6.9
30,AGO,1965,6.5
31,AGO,1965,6.2
1,SET,1965,5.95
2,SET,1965,5.8
3,SET,1965,5.6
4,SET,1965,9.1
5,SET,1965,7.8
6,SET,1965,12.81
7,SET,1965,8.9
8,SET,1965,8.4
9,SET,1965,8.35
10,SET,1965,8.75
11,SET,1965,7.4
12,SET,1965,7.1
13,SET,1965,11.51
14,SET,1965,14.31
15,SET,1965,17.36
16,SET,1965,14.88
17,SET,1965,20.31
18,SET,1965,18.67
19,SET,1965,16.3
20,SET,1965,17.62
21,SET,1965,20.76
22,SET,1965,23.54
23,SET,1965,23.3
24,SET,1965,23.1
25,SET,1965,42.2
26,SET,1965,53.81
27,SET,1965,40.17
28,SET,1965,92.52
29,SET,1965,47.5
30,SET,1965,63.58
31,SET,1965,
1,OCT,1965,49.25
2,OCT,1965,41.92
3,OCT,1965,29.54
4,OCT,1965,22.5
5,OCT,1965,19.6
6,OCT,1965,26.26
7,OCT,1965,16.8
8,OCT,1965,15.1
9,OCT,1965,13.4
10,OCT,1965,12.9
11,OCT,1965,11.8
12,OCT,1965,35.36
13,OCT,1965,28.27
14,OCT,1965,19.47
15,OCT,1965,28.35
16,OCT,1965,21.7
17,OCT,1965,17.14
18,OCT,1965,16.7
19,OCT,1965,14.0
20,OCT,1965,13.95
21,OCT,1965,15.9
22,OCT,1965,40.91
23,OCT,1965,42.11
24,OCT,1965,35.88
25,OCT,1965,24.0
26,OCT,1965,19.2
27,OCT,1965,16.1
28,OCT,1965,14.9
29,OCT,1965,25.71
30,OCT,1965,21.8
31,OCT,1965,16.3
1,NOV,1965,15.5
2,NOV,1965,16.3
3,NOV,1965,14.74
4,NOV,1965,12.85
5,NOV,1965,11.45
6,NOV,1965,10.4
7,NOV,1965,9.6
8,NOV,1965,9.5
9,NOV,1965,8.94
10,NOV,1965,8.7
11,NOV,1965,12.75
12,NOV,1965,19.77
13,NOV,1965,20.21
14,NOV,1965,13.6
15,NOV,1965,11.5
16,NOV,1965,10.6
17,NOV,1965,10.1
18,NOV,1965,9.6
19,NOV,1965,9.25
20,NOV,1965,9.7
21,NOV,1965,8.6
22,NOV,1965,8.4
23,NOV,1965,7.8
24,NOV,1965,8.4
25,NOV,1965,20.13
26,NOV,1965,16.5
27,NOV,1965,12.1
28,NOV,1965,10.44
29,NOV,1965,10.5
30,NOV,1965,9.25
31,NOV,1965,
1,DIC,1965,8.7
2,DIC,1965,8.4
3,DIC,1965,8.16
4,DIC,1965,8.42
5,DIC,1965,8.1
6,DIC,1965,8.7
7,DIC,1965,8.45
8,DIC,1965,8.16
9,DIC,1965,7.7
10,DIC,1965,7.2
11,DIC,1965,6.9
12,DIC,1965,6.9
13,DIC,1965,6.7
14,DIC,1965,6.4
15,DIC,1965,6.0
16,DIC,1965,5.8
17,DIC,1965,5.7
18,DIC,1965,5.5
19,DIC,1965,5.5
20,DIC,1965,5.5
21,DIC,1965,5.15
22,DIC,1965,6.0
23,DIC,1965,5.5
24,DIC,1965,5.15
25,DIC,1965,4.95
26,DIC,1965,5.1
27,DIC,1965,5.3
28,DIC,1965,7.2
29,DIC,1965,8.7
30,DIC,1965,10.4
31,DIC,1965,10.13
1,ENE,1966,8.7
2,ENE,1966,7.7
3,ENE,1966,6.94
4,ENE,1966,6.46
5,ENE,1966,5.95
6,ENE,1966,5.7
7,ENE,1966,5.46
8,ENE,1966,5.45
9,ENE,1966,6.94
10,ENE,1966,7.0
11,ENE,1966,6.46
12,ENE,1966,7.2
13,ENE,1966,7.45
14,ENE,1966,7.4
15,ENE,1966,7.15
16,ENE,1966,6.6
17,ENE,1966,5.9
18,ENE,1966,5.6
19,ENE,1966,5.7
20,ENE,1966,5.1
21,ENE,1966,4.9
22,ENE,1966,4.8
23,ENE,1966,4.8
24,ENE,1966,5.02
25,ENE,1966,4.75
26,ENE,1966,4.7
27,ENE,1966,4.5
28,ENE,1966,10.85
29,ENE,1966,7.66
30,ENE,1966,6.22
31,ENE,1966,5.74
1,FEB,1966,6.3
2,FEB,1966,6.0
3,FEB,1966,5.4
4,FEB,1966,5.1
5,FEB,1966,4.75
6,FEB,1966,4.8
7,FEB,1966,5.3
8,FEB,1966,5.6
9,FEB,1966,5.2
10,FEB,1966,4.75
11,FEB,1966,4.5
12,FEB,1966,4.7
13,FEB,1966,4.75
14,FEB,1966,4.6
15,FEB,1966,4.31
16,FEB,1966,3.85
17,FEB,1966,3.75
18,FEB,1966,3.5
19,FEB,1966,3.4
20,FEB,1966,3.74
21,FEB,1966,3.85
22,FEB,1966,3.8
23,FEB,1966,3.75
24,FEB,1966,3.7
25,FEB,1966,4.5
26,FEB,1966,4.1
27,FEB,1966,3.6
28,FEB,1966,3.45
29,FEB,1966,
30,FEB,1966,
31,FEB,1966,
1,MAR,1966,3.4
2,MAR,1966,3.35
3,MAR,1966,3.3
4,MAR,1966,3.21
